pathway	pval	padj	log2err	ES	NES	size	leadingEdge	magNES
CELL ACTIVATION%GOBP%GO:0001775	0.000945551	0.014808255	0.477270815	-0.367117161	-1.531081006	219	"AIF1, CLIC1, RHOG, GAPT, PYCARD, MAPK3, ANXA1, FCER1G, CEBPB, SH2D1B, CD1D, ACTG1, MAPK1, FKBP1A, RAC2, CD79A, VAMP8, ARRB2, YWHAZ, CCL5, CORO1A, P2RX4, CHD7, AMICA1, FNIP1, HLA-E, NCK2, BMX, CLEC7A, LYN, KLF6, PLCG2, MYL12A, GP6, SBNO2, C1orf177, TGFBR2, PTPRC, EXOSC3, TNFSF4, RHOB, VAV1, RIPK3, RAC1, IRF4, METAP1, S100A12, LAT2, SNAP23, SLC11A1, ZFPM1, EXOSC6, ITGB1, CD7, TPD52, GNB1, TOLLIP, CEBPG, NCK1, ILK, PTGER4, PREX1, VWF"	1.531081006
AMINO ACID AND DERIVATIVE METABOLISM%REACTOME%R-HSA-71291.3	0.000723985	0.011866691	0.477270815	-0.368918657	-1.528341119	211	"RPS4X, PCBD1, RPL26L1, RPL27A, RPS2, RPL27, QDPR, RPL12, RPL24, PSMB8, RPL6, RPL13A, RPL39, HNMT, RPL31, RPS17, BCAT2, RPS14, RPS3, PSMB1, RPS19, RPL19, RPL13, RPL35A, RPS9, RPL5, PSMC6, RPL10A, PSMA6, RPS27A, RPL30, RPLP0, PSMA4, RPL11, TMLHE, RPL15, RPS8, RPL38, RPS6, RPS13, RPL23, SAT1, ENOPH1, RPL7A, RPL37, AFMID, PDHA1, RPS10, SRM, RPSA, PSMB10, RPL17, RPS18, RPS29, NDUFAB1, RPS15, PSMB4, AHCY, RPS16, PSMA3, EEF1E1, RPL22, RPS27, RPL37A, PSMD13, RPL3, RPS26, RPS15A, PSMD11, RPL26, RPL23A, RPL14, PSMB7, GLS, RPL4, RPL8, AMD1, RPL18A, DHTKD1, CSAD, KYNU, PSMA5, UBA52, PAOX, PSMB3"	1.528341119
RESPONSE TO EXTERNAL BIOTIC STIMULUS%GOBP%GO:0043207	0.000412361	0.007538809	0.498493109	-0.35720693	-1.52739886	274	"PYCARD, COX8A, IFITM2, B2M, MAPKAPK3, IFNGR1, BCL3, TLR8, FCER1G, RPL39, S100A9, CEBPB, IFITM1, NPC2, IGLL1, ISG20, CXCR4, CCT5, TNFRSF1A, CD1D, EEF1G, BST2, IFNGR2, IFITM3, SLPI, TNIP2, CFP, DDX58, SLC35B3, ANG, CCL5, TMEM173, SLC25A19, FCGR3B, TNFRSF10B, HLA-B, LTBR, JUNB, LYST, STAP1, FUCA2, TREM1, LY96, XBP1, ERAP1, CD14, CHUK, SNRPD1, HLA-E, APOBEC3F, C8orf59, RNASE3, CLEC7A, HIST1H2BK, LYN, ADM, PGLYRP1, SBNO2, APOBEC3G, PTPRC, TNFSF4, TLR6, HMGB2, IRF4, S100A12, MDH1, HIST1H2BJ, TRIB1, SLC11A1, RBM18, PRDX3, LGALS9, BANF1, HIST1H2BC, HIST2H2BE, TMEM203, ANXA5, RPS15A, HLA-DRB1, FGR, DEFA3, STMN1, HNRNPA0, TBK1, TNFRSF1B, CFL1, RNASEL, ACTA2, GMIP, YIPF1, IVNS1ABP, DEFA1"	1.52739886
RESPONSE TO OTHER ORGANISM%GOBP%GO:0051707	0.000412361	0.007538809	0.498493109	-0.35720693	-1.52739886	274	"PYCARD, COX8A, IFITM2, B2M, MAPKAPK3, IFNGR1, BCL3, TLR8, FCER1G, RPL39, S100A9, CEBPB, IFITM1, NPC2, IGLL1, ISG20, CXCR4, CCT5, TNFRSF1A, CD1D, EEF1G, BST2, IFNGR2, IFITM3, SLPI, TNIP2, CFP, DDX58, SLC35B3, ANG, CCL5, TMEM173, SLC25A19, FCGR3B, TNFRSF10B, HLA-B, LTBR, JUNB, LYST, STAP1, FUCA2, TREM1, LY96, XBP1, ERAP1, CD14, CHUK, SNRPD1, HLA-E, APOBEC3F, C8orf59, RNASE3, CLEC7A, HIST1H2BK, LYN, ADM, PGLYRP1, SBNO2, APOBEC3G, PTPRC, TNFSF4, TLR6, HMGB2, IRF4, S100A12, MDH1, HIST1H2BJ, TRIB1, SLC11A1, RBM18, PRDX3, LGALS9, BANF1, HIST1H2BC, HIST2H2BE, TMEM203, ANXA5, RPS15A, HLA-DRB1, FGR, DEFA3, STMN1, HNRNPA0, TBK1, TNFRSF1B, CFL1, RNASEL, ACTA2, GMIP, YIPF1, IVNS1ABP, DEFA1"	1.52739886
MULTI-ORGANISM CELLULAR PROCESS%GOBP%GO:0044764	0.000597427	0.01002272	0.477270815	-0.370163928	-1.526775429	200	"RPS4X, RPL26L1, RPL27A, NUP214, RPS2, RPL27, RPL12, RPL24, RPL6, RPL13A, RPL39, CHMP1B, CXCR4, RPL31, RPS17, RPS14, RPS3, CHMP5, RPS19, RPL19, RPL13, RPL35A, THOC5, RPS9, RPL5, VAMP8, RPL10A, RPS27A, RPL30, RPLP0, DDX58, PPID, RAE1, RPL11, RPL15, UBC, RPS8, ADRBK1, RPL38, RPS6, VPS37B, RPS13, RPL23, RPL7A, RPL37, EIF3G, DYNLT1, RPS10, RPSA, RPL17, EIF3F, RPS18, RPS29, VPS4B, MITD1, CD81, RPS15, PARD6A, BANF1, RPS16, RPL22, RPS27, RPL37A, DEK, RPL3, RPS26, RPS15A, RPL26, RPL23A, RPL14, RAN, RPL4, NUP37, RPL8, EIF3L"	1.526775429
POSITIVE REGULATION OF CELL ACTIVATION%GOBP%GO:0050867	0.002819108	0.033781921	0.431707696	-0.387798638	-1.515788655	129	"AIF1, PYCARD, BTLA, ANXA1, IGLL1, HLA-DRB4, CD1D, PRKCZ, TNIP2, VAMP8, BST1, CCL5, HLA-DPA1, GRB2, STAP1, XBP1, HLA-DQA1, PPP2R3C, HLA-E, NCK2, FLOT2, HLA-DRA, IRS2, HLA-DPB1, LYN, MIF, TNFSF13B, TGFBR2, PTPRC, TNFSF4, VAV1, VNN1, CD46, RAC1, CD81"	1.515788655
REGULATION OF LEUKOCYTE CELL-CELL ADHESION%GOBP%GO:1903037	0.002855038	0.033927366	0.431707696	-0.389339141	-1.515512611	124	"AIF1, PYCARD, TNFAIP8L2, BTLA, ANXA1, CEBPB, HLA-DRB4, CD1D, PRKCZ, GLMN, CCL5, HLA-DPA1, GRB2, XBP1, SIT1, HLA-DQA1, HLA-E, NCK2, FLOT2, HLA-DRA, HAVCR2, HLA-DPB1, LYN, TGFBR2, PTPRC, TNFSF4, VAV1, VNN1, CD46, RIPK3, RAC1, IRF4"	1.515512611
RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0009607	0.00027416	0.005665978	0.498493109	-0.353181453	-1.513364175	280	"PYCARD, COX8A, IFITM2, B2M, MAPKAPK3, IFNGR1, BCL3, TLR8, FCER1G, TXNIP, RPL39, S100A9, CEBPB, IFITM1, NPC2, IGLL1, ISG20, CXCR4, CCT5, TNFRSF1A, CD1D, EEF1G, BST2, IFNGR2, IFITM3, SLPI, TNIP2, CFP, DDX58, SLC35B3, ANG, CCL5, TMEM173, SLC25A19, FCGR3B, TNFRSF10B, HLA-B, LTBR, JUNB, LYST, STAP1, FUCA2, TREM1, LY96, XBP1, ERAP1, CD14, CHUK, SNRPD1, HLA-E, APOBEC3F, C8orf59, RNASE3, CLEC7A, HIST1H2BK, LYN, ADM, PGLYRP1, SBNO2, APOBEC3G, PTPRC, TNFSF4, TLR6, HMGB2, IRF4, S100A12, MDH1, HIST1H2BJ, TRIB1, SLC11A1, RBM18, PRDX3, LGALS9, BANF1, HIST1H2BC, HIST2H2BE, TMEM203, ANXA5, RPS15A, HLA-DRB1, FGR, DEFA3, STMN1, HNRNPA0, TBK1, TNFRSF1B, CFL1, RNASEL, ACTA2, GMIP, YIPF1, IVNS1ABP, DEFA1"	1.513364175
PEPTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043043	0.000407017	0.007538809	0.498493109	-0.351190063	-1.503417455	282	"RPS4X, RPL26L1, MRPL33, RPL27A, MRPL51, MRPL1, EIF1AX, RPS2, RPL27, MRPL13, RPL12, RPL24, RPL6, RPL13A, RPL39, MRPL45, EEF1A1, MRPS23, EIF2S3, RPL31, RPS17, RPS14, RPS3, RPS19, RPL19, RPL13, RPL35A, EEF1G, MRPS18C, MRPS31, MRPL52, RPS9, RPL5, DAP3, RPL10A, RPS27A, RPL30, RPLP0, RPS27L, MRPL34, MRPL36, RPL11, TRMT112, SLC25A19, MRPL17, RPL15, CDC123, RPS8, RPL38, RPS6, MRPS24, MRPL41, RSL24D1, RPS13, RPL23, SLC25A44, MRPL3, RPL7A, RPL37, EIF3G, RPS10, NHP2, RPSA, RPL17, MRPL21, PABPC4, MRPS17, EIF3F, MRPL24, RPS18, RPS29, RPS15, MRPL30, MRPL43, EIF3E, RPS16, EIF3I, MRPL32, GGCT, EEF1E1, PPA1, EIF3M, RPL22, RPS27, RPL37A, DMD, RPL3, FARS2, RPS26, RPS15A, RPL26, MRPL11, RPL23A, RPL14, RPL4, MTIF2, MRPS11, MRPS25, RPL8, EIF3L"	1.503417455
PEPTIDE METABOLIC PROCESS%GOBP%GO:0006518	0.000226253	0.004815472	0.518848078	-0.345088436	-1.501304439	331	"GSTA5, RPS4X, CLIC1, RPL26L1, MRPL33, RPL27A, PAM, MRPL51, SPCS2, MRPL1, EIF1AX, RPS2, RPL27, MRPL13, RPL12, RPL24, RPL6, RPL13A, RPL39, MRPL45, EEF1A1, MRPS23, EIF2S3, RPL31, RPS17, RPS14, RPS3, RPS19, RPL19, RPL13, RPL35A, EEF1G, MRPS18C, SPCS1, MRPS31, MRPL52, RPS9, RPL5, DAP3, RPL10A, CTSH, RPS27A, RPL30, RPLP0, RPS27L, MRPL34, MRPL36, RPL11, TRMT112, SLC25A19, MRPL17, RPL15, CDC123, RPS8, RPL38, RPS6, MRPS24, MRPL41, RSL24D1, RPS13, ERAP1, RPL23, SLC25A44, MRPL3, RPL7A, RPL37, EIF3G, LTA4H, RPS10, NHP2, RPSA, LNPEP, RPL17, MME, MRPL21, PABPC4, MRPS17, EIF3F, MRPL24, RPS18, RPS29, RPS15, MRPL30, MRPL43, DNPEP, CPD, EIF3E, RPS16, EIF3I, MRPL32, GGCT, EEF1E1, PPA1, EIF3M, RPL22, RPS27, RPL37A, DMD, RPL3, CTSZ, FARS2, SPPL2A, RPS26, RPS15A, RPL26, MRPL11, RPL23A, RPL14, RPL4, MTIF2, MRPS11, MRPS25, RPL8, CLIC3, EIF3L"	1.501304439
IMMUNE EFFECTOR PROCESS%GOBP%GO:0002252	0.002073388	0.025951122	0.431707696	-0.371979691	-1.500853802	172	"GAPT, PYCARD, ARPC1B, MAPK3, ARPC2, CFD, TLR8, FCER1G, CEBPB, IGLL1, KLRD1, ISG20, SH2D1B, ACTG1, MAPK1, ARPC5, BST2, ARPC3, CFP, VAMP8, CTSH, DDX58, TMEM173, CORO1A, GRB2, LYST, APOBEC3F, LYN, PLCG2, SBNO2, APOBEC3G, PTPRC, EXOSC3, WAS, VAV1, CD46, RAC1, IRF4, ARPC4, FCGR2A, CRK, SNAP23, SLC11A1, ZFPM1, EXOSC6, GNL1, PLD2, CEBPG, FCN1, NCK1, ABI1, PTGER4, HLA-DRB1, FGR"	1.500853802
PROTEIN LOCALIZATION TO ORGANELLE%GOBP%GO:0033365	0.000646993	0.010728048	0.477270815	-0.34703154	-1.494011671	290	"RPS4X, RPL26L1, SRGN, RPL27A, SRP19, SPCS2, TSPO, RPS2, RPL27, VPS25, RPL12, BCL3, H2AFY, RPL24, LRRK2, RPL6, RPL13A, TOR1AIP1, RPL39, RPL31, RPS17, RPS14, RPS3, DNLZ, PINX1, TRPS1, RPS19, RPL19, RPL13, RPL35A, SPCS1, TRNT1, RPS9, PTTG1IP, BAX, RPL5, PACSIN2, RPL10A, C11orf73, RPS27A, RPL30, RPLP0, SRP14, RAE1, RPAIN, RPL11, RPL15, RPS8, RPL38, ACAP2, RPS6, RPS13, AP3M1, RPL23, RPL7A, WDR35, RPL37, TIMM9, MFF, RPS10, RAB35, RPSA, SRP9, RPL17, PHB2, TOMM22, FBXO7, SRPRB, RPS18, RPS29, TOMM5, CD81, RPS15, TOMM7"	1.494011671
INFECTIOUS DISEASE%REACTOME%R-HSA-5663205.1	0.001014617	0.015391949	0.455059867	-0.349843576	-1.489432066	259	"RPS4X, RPL26L1, RPL27A, NUP214, B2M, TAF12, RPS2, AP1S2, RPL27, RPL12, RPL24, PSMB8, RPL6, RPL13A, RPL39, CALM2, CXCR4, GTF2E2, RPL31, RPS17, RPS14, RPS3, PSMB1, CHMP5, RPS19, GTF2F2, RPL19, RPL13, RPL35A, POLR2F, RPS9, POLR2G, RPL5, PSMC6, RPL10A, PSMA6, RPS27A, TAF11, RPL30, RPLP0, PSMA4, RAE1, RPL11, RPL15, UBC, RPS8, RPL38, RPS6, VPS37B, RPS13, RPL23, RPL7A, RPL37, POLR2C, CLTA, RPS10, RPSA, PSMB10, CALM3"	1.489432066
RNA BIOSYNTHETIC PROCESS%GOBP%GO:0032774	0.000248972	0.005221086	0.498493109	-0.335899927	-1.487367801	396	"RPS4X, RPL26L1, RPL27A, NUP214, MED10, U2AF1, TAF12, RPS2, RPL27, MAPK3, RPL12, MED30, BCL3, RPL24, RPL6, RPL13A, RPL39, MED31, LSM10, GTF2E2, RPL31, RPS17, SIRT7, RPS14, RPS3, THAP1, TRPS1, RPS19, GTF2F2, RPL19, RPL13, RPL35A, THOC5, POLR2F, RPS9, POLR2G, TEAD2, RPL5, RPL10A, RPS27A, TAF11, RPL30, RPLP0, ARRB2, ANG, CBFB, RAE1, RPL11, RPL15, RPS8, RPL38, RPS6, MED7, RPS13, TCEA2, XBP1, AR, RPL23, RNASEK, MED20, PBX4, ZNRD1, RPL7A, RPL37, ZNF831, POLR2C, RUNX3, RPS10, RPSA, ESRRA, RPL17, SNAPC3, RBMX, C5AR1, BAZ1A, CEBPA, RPS18, RPS29, TRIM28, RPS15, NPPA, NR2C1, POLR2H, RNPS1, LMO4, RPS16, GTF3A, MAZ, TRIP4, RBPJ, RPL22, RPS27, RPL37A, DEK, RPL3, RPS26, RPS15A, RARA, RPL26, ERCC2, NFATC1, RPL23A, RPL14, SLBP, TAF7, RPL4, YBX1, NUP37, POLR1E, RPL8, IVNS1ABP, CCNC, DDIT3, NMI, RPL18A, ECD, SPIN1"	1.487367801
NCRNA METABOLIC PROCESS%GOBP%GO:0034660	0.000563901	0.00968822	0.477270815	-0.343308104	-1.486389661	313	"RPS4X, RPL26L1, NOP10, RPL27A, MRPL1, RPS2, RPL27, TRMT61A, RPL12, RPL24, RPL6, RPL13A, RPL39, TSEN34, GTF2E2, RPL31, RPS17, SIRT7, RPS14, RPS3, RPS19, GTF2F2, RPL19, RPL13, RPL35A, NSA2, POLR2F, TRNT1, RPS9, POLR2G, RPL5, RPL10A, RPS27A, TAF11, RPL30, RPLP0, RPS27L, ANG, MPHOSPH6, RPP21, RPL11, TRMT112, RPL15, RPS8, DICER1, RPL38, RPS6, RRP15, RPS13, RPL23, RNASEK, UTP11L, EXOSC1, RPL7A, RPL37, LSM6, POLR2C, RPS10, NHP2, RPSA, RPF1, EXOSC3, RPL17, NGDN, SNAPC3, CSNK1E, POP5, SBDS, RPS18, RPS29, C9orf156, RPS15, POLR2H, RIOK2, EXOSC6, RPS16, KIAA0391, GTF3A, EEF1E1, PPA1, TRMT5, RPL22, RPF2, RPS27, RPL37A, RPL3, FTSJ2, FARS2, RPS26, RPS15A, CSNK1D, RPL26, RPL23A, RPL14, CIRH1A, RPL4, MRPS11, POLR1E, RPL8, UTP14C, RPL18A, C2orf49, SPIN1"	1.486389661
INTERSPECIES INTERACTION BETWEEN ORGANISMS%GOBP%GO:0044419	0.001994952	0.025501202	0.431707696	-0.35653343	-1.484819221	217	"RPS4X, RPL26L1, RPL27A, NUP214, RPS2, RPL27, RPL12, RPL24, RPL6, RPL13A, RPL39, CHMP1B, CXCR4, RPL31, RPS17, RPS14, RPS3, CHMP5, RPS19, RPL19, RPL13, RPL35A, THOC5, RPS9, RPL5, VAMP8, RPL10A, RPS27A, TAF11, RPL30, RPLP0, PPID, CCL5, RAE1, RPL11, RPL15, UBC, RPS8, ADRBK1, RPL38, RPS6, VPS37B, RPS13, RPL23, RPL7A, RPL37, EIF3G, DYNLT1, RPS10, RPSA, RPL17, EIF3F, RPS18, RPS29, VPS4B, MITD1, CD81, RPS15, PARD6A, BANF1, RPS16, RPL22, RPS27, RPL37A, DEK, RPL3, RPS26, RPS15A, RPL26, RPL23A, RPL14, RAB9A, CFL1, RAN, RPL4, NUP37, RPL8, EIF3L"	1.484819221
"SYMBIOSIS, ENCOMPASSING MUTUALISM THROUGH PARASITISM%GOBP%GO:0044403"	0.001994952	0.025501202	0.431707696	-0.35653343	-1.484819221	217	"RPS4X, RPL26L1, RPL27A, NUP214, RPS2, RPL27, RPL12, RPL24, RPL6, RPL13A, RPL39, CHMP1B, CXCR4, RPL31, RPS17, RPS14, RPS3, CHMP5, RPS19, RPL19, RPL13, RPL35A, THOC5, RPS9, RPL5, VAMP8, RPL10A, RPS27A, TAF11, RPL30, RPLP0, PPID, CCL5, RAE1, RPL11, RPL15, UBC, RPS8, ADRBK1, RPL38, RPS6, VPS37B, RPS13, RPL23, RPL7A, RPL37, EIF3G, DYNLT1, RPS10, RPSA, RPL17, EIF3F, RPS18, RPS29, VPS4B, MITD1, CD81, RPS15, PARD6A, BANF1, RPS16, RPL22, RPS27, RPL37A, DEK, RPL3, RPS26, RPS15A, RPL26, RPL23A, RPL14, RAB9A, CFL1, RAN, RPL4, NUP37, RPL8, EIF3L"	1.484819221
DEFENSE RESPONSE TO OTHER ORGANISM%GOBP%GO:0098542	0.004377467	0.045899031	0.407017919	-0.373575333	-1.482204226	144	"PYCARD, COX8A, B2M, TLR8, FCER1G, RPL39, S100A9, CEBPB, IGLL1, ISG20, BST2, SLPI, CFP, DDX58, SLC35B3, ANG, TMEM173, SLC25A19, FCGR3B, LYST, TREM1, SNRPD1, HLA-E, APOBEC3F, C8orf59, RNASE3, CLEC7A, HIST1H2BK, ADM, PGLYRP1, APOBEC3G, PTPRC, TNFSF4, TLR6, HMGB2, IRF4, S100A12, MDH1, HIST1H2BJ, SLC11A1, RBM18, HIST1H2BC, HIST2H2BE, TMEM203, ANXA5, FGR, DEFA3, RNASEL, GMIP, YIPF1, DEFA1"	1.482204226
DNA METABOLIC PROCESS%GOBP%GO:0006259	0.000858414	0.013753913	0.477270815	0.320633866	1.479767049	317	"RPA1, MCM3AP, KPNA1, YY1, PLD6, CDKN2D, CUL4A, MCM5, DCLRE1C, APOBEC3C, RBM14, PSME4, TDRD1, H1F0, KCTD13, NASP, PIAS4, TOP1, POLG, HUS1, GAR1, RAD51C, NUP98, MCM7, UIMC1, USP7, TOPBP1, TCEA1, WRN, DMC1, HIST1H4K, MUS81, MCM8, COPS3, SFPQ, VCP, TK1, UNG, ATF7IP, XRCC2, RAD23A, XRCC1, MBD4, POLD3, INO80, MCM6, NCOA6, RTEL1, SLC30A9, NT5M, POLD2, NUDT1, POLQ, BAZ1B, PAXIP1, POLR2I, HIST1H4H, ERCC5, RBX1, NSMCE2, THOC1, CASP3, AIFM1, FAM175A, HMGA1, POLR2A, MSH3, ASF1A, NPLOC4, ISG15, COPS7B, TDP1, POLL, CDC7, COPS2, LIG1"	1.479767049
CELL SURFACE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007166	8.38E-06	0.000217353	0.593325476	-0.318793408	-1.479598356	756	"DUSP22, PYCARD, MPZL1, FRAT2, FGFRL1, ITGB1BP1, CCM2, MNDA, ARPC1B, CD37, IFITM2, B2M, MAPKAPK3, RGS19, MAPK3, ARPC2, IFNGR1, KLRB1, CDK5R1, PSMB8, PDCD6, NCF1, LRRK2, FCER1G, REPS2, LRP6, CYBA, CALM2, IFITM1, IGLL1, NAMPT, HLA-C, KLRD1, ISG20, HLA-DRB4, IRS4, KLRC1, KLHL12, PSMB1, FCER1A, TNFRSF1A, NCF2, GTF2F2, ACTG1, PRKCZ, MAPK1, ARPC5, BST2, IFNGR2, IFITM3, ARPC3, TSPAN18, FKBP1A, POLR2F, TNIP2, DDIT4, CD79A, POLR2G, SH2D2A, BAX, PSMC6, CD53, IGSF6, PSMA6, RPS27A, NFKBIA, CDA, CLEC4A, KLRF1, PSMA4, IL18RAP, ARRB2, MAPK9, CCL5, TXNDC17, ICAM3, NCF4, VPS29, IL13RA1, SPG21, GNAI2, UBC, P2RX4, FRAT1, TNFRSF10B, AXIN2, HLA-B, BID, ITGB2, PILRA, LTBR, HLA-DPA1, AP3S1, ZYX, GRB2, IRF2, STAP1, LY96, MATK, CXCR1, XBP1, BAG4, CD14, CHUK, CD19, HLA-DQA1, FOS, SORT1, IQGAP1, HLA-E, NCK2, SIVA1, BMX, CAMK2G, GMDS, SIGLEC9, CLEC7A, APH1B, TRAT1, ATP6V1B2, HLA-DRA, IRS2, MADD, INPP5D, HLA-DPB1, MCL1, POLR2C, LYN, PLCG2, MIF, TNFSF13B, PSMB10, MYL12A, USP34, BLK, GP6, PRKD2, CALM3, SORBS1, SEMA4A, ATP6V0E1, MVP, TGFBR2, PTPRC, TNFSF4, WAS, TNFSF12, SMAD5, PRMT1, VAV1, PDGFD, CD160, CSNK1E, RAC1, CEBPA, IRF4, ITGB5, ATP6V0E2, VEGFB, GPBAR1, LAT2, ARPC4, CD81, FCGR2A, CD151, PSMB4, NPPA, CRK, POLR2H, PARD6A"	1.479598356
POSITIVE REGULATION OF DEFENSE RESPONSE%GOBP%GO:0031349	0.001854933	0.024720881	0.455059867	-0.360006011	-1.479139405	198	"PYCARD, CNPY3, MAPKAPK3, TLR8, PSMB8, FCER1G, CTSS, CYBA, S100A9, TICAM1, PSMB1, TNFRSF1A, RPS19, SH2D1B, CD1D, TNIP2, PSMC6, VAMP8, PSMA6, RPS27A, NFKBIA, CLEC4A, PSMA4, DDX58, CCL5, ICAM3, TMEM173, UBC, LGMN, ITGB2, LY96, CD14, CHUK, HLA-E, CLEC7A, LYN, PLCG2, PSMB10, TNFSF4, TLR6, S100A12, PSMB4, ITGAM, OSM, LGALS9, PSMA3, FCN1, PSMD13, PTGER4, AIM2, PSMD11, UNC93B1, TBK1, PSMB7, CCL4L2, TLR4, UBE2D2, TLR1, RIPK2, SIN3A, PSMA5, UBA52, CLEC4E, PSMB3, TICAM2, FFAR2, CCL15, ICAM2"	1.479139405
CELLULAR AMIDE METABOLIC PROCESS%GOBP%GO:0043603	0.000212345	0.004587944	0.518848078	-0.332750913	-1.470931506	387	"GSTA5, RPS4X, CLIC1, RPL26L1, MRPL33, RPL27A, PAM, MRPL51, SPCS2, MRPL1, EIF1AX, RPS2, RPL27, MRPL13, RPL12, RPL24, RPL6, RPL13A, RPL39, MRPL45, NAMPT, EEF1A1, MRPS23, EIF2S3, RPL31, RPS17, RPS14, RPS3, RPS19, RPL19, RPL13, RPL35A, EEF1G, MRPS18C, SPCS1, MRPS31, MRPL52, RPS9, RPL5, DAP3, RPL10A, CTSH, RPS27A, RPL30, RPLP0, RPS27L, MRPL34, MRPL36, RPL11, TRMT112, SLC25A19, MRPL17, RPL15, CDC123, RPS8, ST6GALNAC2, RPL38, RPS6, MRPS24, VNN2, MTHFS, MRPL41, RSL24D1, RPS13, ERAP1, VNN3, RPL23, PCCA, SLC25A44, MRPL3, RPL7A, RPL37, EIF3G, LTA4H, RPS10, ATPIF1, NHP2, RPSA, SLC19A1, LNPEP, RPL17, MME, MRPL21, SHMT2, PABPC4, NSMAF, MRPS17, EIF3F, VNN1, MRPL24, RPS18, RPS29, RPS15, MRPL30, MRPL43, DNPEP, ASAH1, CPD, EIF3E, RPS16, EIF3I, ORMDL1, ST3GAL6, MRPL32, GGCT, EEF1E1, PPA1, EIF3M, RPL22, SMPD4, RPS27, RPL37A, DMD, RPL3, CTSZ, FARS2, SPPL2A, RPS26, RPS15A, RPL26, MRPL11, AASDHPPT, RPL23A, RPL14"	1.470931506
AMIDE BIOSYNTHETIC PROCESS%GOBP%GO:0043604	0.001290366	0.018969707	0.455059867	-0.337984749	-1.461121309	302	"RPS4X, RPL26L1, MRPL33, RPL27A, MRPL51, MRPL1, EIF1AX, RPS2, RPL27, MRPL13, RPL12, RPL24, RPL6, RPL13A, RPL39, MRPL45, EEF1A1, MRPS23, EIF2S3, RPL31, RPS17, RPS14, RPS3, RPS19, RPL19, RPL13, RPL35A, EEF1G, MRPS18C, MRPS31, MRPL52, RPS9, RPL5, DAP3, RPL10A, RPS27A, RPL30, RPLP0, RPS27L, MRPL34, MRPL36, RPL11, TRMT112, SLC25A19, MRPL17, RPL15, CDC123, RPS8, ST6GALNAC2, RPL38, RPS6, MRPS24, MTHFS, MRPL41, RSL24D1, RPS13, RPL23, SLC25A44, MRPL3, RPL7A, RPL37, EIF3G, RPS10, ATPIF1, NHP2, RPSA, RPL17, MRPL21, PABPC4, MRPS17, EIF3F, MRPL24, RPS18, RPS29, RPS15, MRPL30, MRPL43, EIF3E, RPS16, EIF3I, ST3GAL6, MRPL32, GGCT, EEF1E1, PPA1, EIF3M, RPL22, SMPD4, RPS27, RPL37A, DMD, RPL3, FARS2, RPS26, RPS15A, RPL26, MRPL11, RPL23A, RPL14"	1.461121309
ORGANELLE FISSION%GOBP%GO:0048285	0.004505763	0.046899406	0.407017919	0.359117407	1.457172792	126	"PLD6, VPS4A, ZW10, PIM2, CDCA8, AKAP8L, NEK3, RAD51C, CDC23, DMC1, CHMP4B, PLK1, KIAA0430, FIS1, ING2, DLGAP5, CHMP2B, ZNF207, XRCC2, INO80, SMC2, CENPE, FBXL7, PRC1, MSH3, CLASP1, NUSAP1, DNM1L, NDEL1, SKA2, SETDB2, RAD21, TOP2A, TPX2, PTTG1, SLC25A46, CDCA5, ZNF830"	1.457172792
CELLULAR RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0071345	0.004111742	0.044085298	0.407017919	-0.341144864	-1.443619784	248	"AIF1, PYCARD, IFITM2, B2M, MAPK3, IFNGR1, PSMB8, CD58, RPL13A, IFITM1, HLA-C, ISG20, CXCR4, HLA-DRB4, PSMB1, TNFRSF1A, BST2, IFNGR2, IFITM3, TNIP2, PSMC6, PSMA6, RPS27A, NFE2L2, PSMA4, CCL5, TXNDC17, UBC, HLA-B, LTBR, HLA-DPA1, IRF2, XBP1, BAG4, CHUK, HLA-DQA1, HLA-E, CAMK2G, HLA-DRA, HLA-DPB1, HAX1, TNFSF13B, PSMB10, SBNO2, MME, TNFSF4, TNFSF12, RBMX, CEBPA, IRF4, PSMB4, OSM, LGALS9, PSMA3, ST3GAL6, HCLS1, SMPD4, GAPDH, PSMD13, AIM2, PSMD11, HLA-DRB1, CCR1, FCGR1B, PSMB7, TNFRSF1B, CCL4L2, RNASEL"	1.443619784
REGULATION OF INNATE IMMUNE RESPONSE%GOBP%GO:0045088	0.004070821	0.043977206	0.407017919	-0.345315771	-1.432155999	214	"PYCARD, CNPY3, MAPKAPK3, IFNGR1, TLR8, PSMB8, FCER1G, CTSS, CYBA, TICAM1, PSMB1, RPS19, SH2D1B, CD1D, IFNGR2, TNIP2, PSMC6, PSMA6, RPS27A, NFKBIA, CLEC4A, PSMA4, ARRB2, DDX58, CCL5, ICAM3, TMEM173, UBC, LGMN, HLA-B, ITGB2, LY96, ERAP1, CD14, CHUK, HLA-E, FLOT2, CLEC7A, LYN, PLCG2, PSMB10"	1.432155999
